Datum,Zeit,Temperatur_C,Feuchte_%,Druck_hPa
2026-02-09,23:01:10,3.07,84.55,988.22
2026-02-09,23:16:10,2.85,85.42,988.1
2026-02-09,23:31:10,2.4,87.06,987.98
2026-02-09,23:46:11,1.66,89.83,987.92
2026-02-10,00:01:11,1.51,91.43,987.88
2026-02-10,00:16:11,0.87,93.06,987.88
2026-02-10,00:31:11,0.08,94.12,987.79
2026-02-10,00:46:11,-0.56,94.87,987.59
2026-02-10,01:01:11,-0.89,96.41,987.45
2026-02-10,01:16:11,-1.13,98.15,987.2
2026-02-10,01:31:11,-1.16,99.17,987.09
2026-02-10,01:46:12,-1.0,99.85,986.93
2026-02-10,02:01:12,-1.15,100,986.73
2026-02-10,02:16:12,-1.04,100,986.52
2026-02-10,02:31:12,-1.28,100,986.57
2026-02-10,02:46:12,-1.52,100,986.31
2026-02-10,03:01:12,-1.53,100,986.33
2026-02-10,03:16:12,-1.95,100,986.08
2026-02-10,03:31:12,-1.38,100,985.86
2026-02-10,03:46:13,-0.69,100,985.73
2026-02-10,04:01:13,-0.36,100,985.48
2026-02-10,04:16:13,-0.24,100,985.28
2026-02-10,04:31:13,-0.08,100,985.11
2026-02-10,04:46:13,0.05,99.43,985.0
2026-02-10,05:01:13,-0.51,99.22,984.94
2026-02-10,05:16:13,-0.9,100,984.73
2026-02-10,05:31:14,-0.15,100,984.66
2026-02-10,05:46:14,-0.24,100,984.57
2026-02-10,06:01:14,-0.32,100,984.3
2026-02-10,06:16:14,-0.27,99.86,984.27
2026-02-10,06:31:14,0.07,100,983.94
2026-02-10,06:46:14,0.79,96.98,983.88
2026-02-10,07:01:14,0.99,95.08,983.76
2026-02-10,07:16:14,1.18,94.62,983.68
2026-02-10,07:31:15,1.54,92.8,983.59
2026-02-10,07:46:15,1.71,92.41,983.58
2026-02-10,08:01:15,1.89,91.2,983.48
2026-02-10,08:16:15,1.96,90.81,983.46
2026-02-10,08:31:15,2.07,90.67,983.46
2026-02-10,08:46:15,2.19,90.1,983.44
2026-02-10,09:01:15,2.45,89.05,983.36
2026-02-10,09:16:16,2.87,87.84,983.22
2026-02-10,09:31:16,3.11,86.43,983.31
2026-02-10,09:46:16,3.29,85.51,983.15
2026-02-10,10:01:16,3.56,85.73,982.93
2026-02-10,10:16:16,3.41,87.83,982.93
2026-02-10,10:31:16,3.55,88.91,982.82
2026-02-10,10:46:16,3.81,87.12,982.72
2026-02-10,11:01:16,4.1,87.85,982.69
2026-02-10,11:16:17,4.32,86.01,982.56
2026-02-10,11:31:17,4.74,85.72,982.36
2026-02-10,11:46:17,5.04,83.4,982.11
2026-02-10,12:01:17,6.33,79.75,981.93
2026-02-10,12:16:17,5.85,80.91,981.81
2026-02-10,12:31:17,6.63,80.19,981.52
2026-02-10,12:46:17,6.78,79.45,981.29
2026-02-10,13:01:17,6.98,80.36,981.13
2026-02-10,13:16:18,6.92,80.16,980.79
2026-02-10,13:31:18,7.18,79.86,980.62
2026-02-10,13:46:18,7.06,80.47,980.52
2026-02-10,14:01:18,7.84,79.84,980.22
2026-02-10,14:16:18,8.26,78.67,979.89
2026-02-10,14:31:18,8.76,76.81,979.51
2026-02-10,14:46:18,8.3,77.95,979.34
2026-02-10,15:01:19,8.25,78.83,979.07
2026-02-10,15:16:19,8.16,79.61,978.99
2026-02-10,15:31:19,7.98,80.25,978.99
2026-02-10,15:46:19,7.89,81.12,978.72
2026-02-10,16:01:19,7.73,84.68,978.69
2026-02-10,16:16:19,7.03,91.22,978.51
2026-02-10,16:31:19,6.77,93.28,978.42
2026-02-10,16:46:19,6.64,95.97,978.18
2026-02-10,17:01:20,6.46,97.85,978.15
2026-02-10,17:16:20,6.39,99.09,978.05
2026-02-10,17:31:20,6.32,98.95,977.93
2026-02-10,17:46:20,6.25,99.32,977.79
2026-02-10,18:01:20,6.1,99.83,977.76
2026-02-10,18:16:20,6.07,100,977.56
2026-02-10,18:31:20,6.05,100,977.33
2026-02-10,18:46:21,5.99,100,977.16
2026-02-10,19:01:21,5.95,100,976.93
2026-02-10,19:16:21,6.01,100,976.72
2026-02-10,19:31:21,6.05,100,976.61
2026-02-10,19:46:21,6.25,99.6,976.41
2026-02-10,20:01:21,6.35,98.8,976.11
2026-02-10,20:16:21,6.41,98.18,975.9
2026-02-10,20:31:21,6.46,97.96,975.64
2026-02-10,20:46:22,6.66,96.93,975.39
2026-02-10,21:01:22,6.72,97.23,975.15
2026-02-10,21:16:22,6.79,97.02,974.84
2026-02-10,21:31:22,6.88,96.86,974.6
2026-02-10,21:46:22,6.88,96.71,974.31
2026-02-10,22:01:22,6.89,97.2,974.13
2026-02-10,22:16:22,6.81,98.11,973.92
2026-02-10,22:31:22,6.71,99.63,973.79
2026-02-10,22:46:23,6.61,100,973.58
2026-02-10,23:01:23,6.49,100,973.27
2026-02-10,23:16:23,6.48,100,973.04
2026-02-10,23:31:23,6.43,100,972.81
2026-02-10,23:46:23,6.52,100,972.56
2026-02-11,00:01:23,6.51,100,972.27
2026-02-11,00:16:23,6.48,100,972.11
2026-02-11,00:31:24,6.35,100,971.91
2026-02-11,00:46:24,6.21,100,971.58
2026-02-11,01:01:24,6.18,99.93,971.38
2026-02-11,01:16:24,6.15,99.34,971.18
2026-02-11,01:31:24,6.01,99.7,971.06
2026-02-11,01:46:24,6.06,99.33,970.95
2026-02-11,02:01:24,6.12,99.1,970.78
2026-02-11,02:16:24,6.22,98.16,970.58
2026-02-11,02:31:25,6.36,96.74,970.47
2026-02-11,02:46:25,6.43,96.51,970.26
2026-02-11,03:01:25,6.41,97.32,970.01
2026-02-11,03:16:25,6.29,98.84,969.8
2026-02-11,03:31:25,6.38,98.65,969.52
2026-02-11,03:46:25,6.43,98.26,969.39
2026-02-11,04:01:25,6.38,98.89,969.39
2026-02-11,04:16:25,6.25,99.9,969.24
2026-02-11,04:31:26,6.21,100,969.22
2026-02-11,04:46:26,6.2,100,969.19
2026-02-11,05:01:26,6.17,100,969.18
2026-02-11,05:16:26,6.23,100,969.11
2026-02-11,05:31:26,6.27,100,968.89
2026-02-11,05:46:26,6.32,100,968.84
2026-02-11,06:01:26,6.44,100,968.69
2026-02-11,06:16:26,7.35,100,968.6
2026-02-11,06:31:27,7.9,100,968.57
2026-02-11,06:46:27,8.13,100,968.49
2026-02-11,07:01:27,8.24,100,968.44
2026-02-11,07:16:27,8.28,100,968.44
2026-02-11,07:31:27,8.29,100,968.52
2026-02-11,07:46:27,8.38,100,968.62
2026-02-11,08:01:27,8.48,100,968.65
2026-02-11,08:16:28,8.5,100,968.84
2026-02-11,08:31:28,8.5,100,968.93
2026-02-11,08:46:28,8.57,100,969.05
2026-02-11,09:01:28,8.75,100,969.11
2026-02-11,09:16:28,8.82,100,969.13
2026-02-11,09:31:28,8.83,100,969.33
2026-02-11,09:46:28,8.86,100,969.49
2026-02-11,10:01:28,8.83,100,969.67
2026-02-11,10:16:29,8.82,100,969.89
2026-02-11,10:31:29,8.8,100,970.04
2026-02-11,10:46:29,8.66,100,970.25
2026-02-11,11:01:29,8.6,100,970.43
2026-02-11,11:16:29,8.65,100,970.5
2026-02-11,11:31:29,8.88,100,970.62
2026-02-11,11:46:29,8.77,100,970.67
2026-02-11,12:01:30,8.73,100,970.68
2026-02-11,12:16:30,8.95,100,970.71
2026-02-11,12:31:30,9.13,100,970.75
2026-02-11,12:46:30,9.21,100,970.75
2026-02-11,13:01:30,9.34,100,970.76
2026-02-11,13:16:30,9.42,100,970.8
2026-02-11,13:31:30,9.69,100,970.83
2026-02-11,13:46:30,9.91,100,970.73
2026-02-11,14:01:31,10.08,100,970.68
2026-02-11,14:16:31,10.35,98.72,970.62
2026-02-11,14:31:31,10.37,98.41,970.62
2026-02-11,14:46:31,9.93,100,970.56
2026-02-11,15:01:31,10.27,98.71,970.49
2026-02-11,15:16:31,10.27,99.37,970.5
2026-02-11,15:31:31,10.39,98.36,970.57
2026-02-11,15:46:31,9.95,99.19,970.68
2026-02-11,16:01:32,9.79,100,970.82
2026-02-11,16:16:32,9.59,100,970.89
2026-02-11,16:31:32,9.49,100,971.03
2026-02-11,16:46:32,9.51,100,971.15
2026-02-11,17:01:32,9.61,100,971.18
2026-02-11,17:16:32,9.53,100,971.17
2026-02-11,17:31:32,9.42,100,971.11
2026-02-11,17:46:33,9.49,100,971.09
2026-02-11,18:01:33,9.27,100,971.18
2026-02-11,18:16:33,9.01,100,971.18
2026-02-11,18:31:33,9.27,99.36,971.13
2026-02-11,18:46:33,9.28,99.0,971.34
2026-02-11,19:01:33,9.28,97.97,971.45
2026-02-11,19:16:33,9.26,98.32,971.55
2026-02-11,19:31:33,9.17,98.53,971.5
2026-02-11,19:46:34,9.04,98.19,971.41
2026-02-11,20:01:34,9.0,98.88,971.43
2026-02-11,20:16:34,8.85,98.36,971.27
2026-02-11,20:31:34,9.01,96.89,971.2
2026-02-11,20:46:34,9.01,95.46,971.14
2026-02-11,21:01:34,8.68,96.72,971.02
2026-02-11,21:16:34,8.64,96.08,970.95
2026-02-11,21:31:35,8.61,94.72,970.92
2026-02-11,21:46:35,8.76,94.48,970.74
2026-02-11,22:01:35,8.87,93.76,970.67
2026-02-11,22:16:35,8.8,93.68,970.38
2026-02-11,22:31:35,8.77,92.44,970.27
2026-02-11,22:46:35,8.36,93.81,969.85
2026-02-11,23:01:35,8.35,93.25,969.48
2026-02-11,23:16:35,8.29,93.49,969.25
2026-02-11,23:31:36,8.34,92.54,968.85
2026-02-11,23:46:36,8.23,91.88,968.52
2026-02-12,00:01:36,8.14,91.57,968.2
2026-02-12,00:16:36,8.28,89.97,968.01
2026-02-12,00:31:36,8.47,87.43,967.75
2026-02-12,00:46:36,8.15,91.16,967.63
2026-02-12,01:01:36,7.78,94.57,967.3
2026-02-12,01:16:37,7.53,96.79,966.63
2026-02-12,01:31:37,7.5,97.65,966.23
2026-02-12,01:46:37,7.28,99.64,965.9
2026-02-12,02:01:37,7.22,100,965.6
2026-02-12,02:16:37,7.14,100,965.13
2026-02-12,02:31:37,7.09,100,964.85
2026-02-12,02:46:37,7.02,100,964.61
2026-02-12,03:01:37,7.07,100,964.27
2026-02-12,03:16:38,7.06,100,963.9
2026-02-12,03:31:38,6.94,100,963.62
2026-02-12,03:46:38,6.92,100,963.37
2026-02-12,04:01:38,6.86,100,963.17
2026-02-12,04:16:38,6.88,100,962.82
2026-02-12,04:31:38,6.87,100,962.64
2026-02-12,04:46:38,6.89,100,962.51
2026-02-12,05:01:38,6.93,100,962.24
2026-02-12,05:16:39,7.03,100,962.18
2026-02-12,05:31:39,7.94,98.87,962.0
2026-02-12,05:46:39,8.04,98.27,961.89
2026-02-12,06:01:39,8.24,96.65,961.73
2026-02-12,06:16:39,8.34,94.75,961.69
2026-02-12,06:31:39,8.1,96.42,961.69
2026-02-12,06:46:39,8.23,95.75,961.66
2026-02-12,07:01:40,8.41,95.28,961.7
2026-02-12,07:16:40,8.49,94.17,961.57
2026-02-12,07:31:40,8.55,93.45,961.58
2026-02-12,07:46:40,8.6,93.15,961.71
2026-02-12,08:01:40,8.57,92.97,961.85
2026-02-12,08:16:40,8.61,92.79,961.88
2026-02-12,08:31:40,8.6,92.81,961.86
2026-02-12,08:46:40,8.73,91.67,961.69
2026-02-12,09:01:41,8.7,91.95,961.7
2026-02-12,09:16:41,9.45,89.21,961.8
2026-02-12,09:31:41,9.21,89.75,961.87
2026-02-12,09:46:41,9.6,88.59,961.89
2026-02-12,10:01:41,9.5,87.84,962.09
2026-02-12,10:16:41,9.72,86.64,962.05
2026-02-12,10:31:41,9.98,86.41,962.05
2026-02-12,10:46:42,10.4,84.75,962.13
2026-02-12,11:01:42,10.48,85.03,962.19
2026-02-12,11:16:42,10.29,85.82,962.34
2026-02-12,11:31:42,9.28,94.58,962.5
2026-02-12,11:46:42,8.86,97.85,962.59
2026-02-12,12:01:42,8.73,98.25,962.57
2026-02-12,12:16:42,9.05,98.09,962.61
2026-02-12,12:31:42,8.98,98.05,962.68
2026-02-12,12:46:43,9.21,98.65,962.76
2026-02-12,13:01:43,8.99,98.84,962.88
2026-02-12,13:16:43,9.18,98.81,963.12
2026-02-12,13:31:43,8.94,99.46,963.31
2026-02-12,13:46:43,8.77,100,963.54
2026-02-12,14:01:43,8.67,99.3,964.19
2026-02-12,14:16:43,8.64,99.04,964.71
2026-02-12,14:31:43,8.55,97.24,965.29
2026-02-12,14:46:44,8.18,96.85,965.86
2026-02-12,15:01:44,8.26,93.31,966.48
2026-02-12,15:16:44,8.27,92.77,966.92
2026-02-12,15:31:44,8.44,93.36,967.35
2026-02-12,15:46:44,8.73,89.95,967.47
2026-02-12,16:01:44,8.6,91.71,967.8
2026-02-12,16:16:44,9.09,87.99,968.17
2026-02-12,16:31:45,9.56,85.33,968.5
2026-02-12,16:46:45,8.88,84.18,968.69
2026-02-12,17:01:45,8.53,86.7,968.94
2026-02-12,17:16:45,8.02,89.21,969.17
2026-02-12,17:31:45,7.54,89.79,969.32
2026-02-12,17:46:45,7.35,90.56,969.67
2026-02-12,18:01:45,7.52,88.56,969.81
2026-02-12,18:16:45,7.53,88.62,970.07
2026-02-12,18:31:46,6.97,90.33,970.44
2026-02-12,18:46:46,7.4,88.98,970.74
2026-02-12,19:01:46,7.73,88.45,970.91
2026-02-12,19:16:46,7.72,88.85,971.15
2026-02-12,19:31:46,7.63,87.79,971.37
2026-02-12,19:46:46,7.66,87.86,971.68
2026-02-12,19:43:28,7.88,86.78,971.79
2026-02-12,20:08:49,7.56,87.21,971.89
2026-02-12,20:23:49,7.52,86.64,972.06
2026-02-12,20:34:22,7.42,87.75,972.12
2026-02-12,20:47:36,7.37,87.83,972.3
2026-02-12,20:48:26,7.33,87.86,972.29
2026-02-12,20:57:48,7.36,87.4,972.39
2026-02-12,21:01:44,7.33,88.0,972.48
2026-02-12,21:16:56,7.31,88.09,972.5
2026-02-12,21:31:56,7.22,88.16,972.68
2026-02-12,21:46:56,7.38,87.22,972.83
2026-02-12,22:01:56,7.15,88.57,972.81
2026-02-12,22:16:56,7.29,88.04,972.82
2026-02-12,22:31:56,7.35,87.99,972.88
2026-02-12,22:46:56,7.31,89.26,972.95
2026-02-12,23:01:57,7.19,90.2,973.02
2026-02-12,23:16:57,7.29,90.96,973.13
2026-02-12,23:31:57,7.02,92.74,973.22
2026-02-12,23:46:57,6.98,93.43,973.41
2026-02-13,00:01:57,6.87,94.13,973.55
2026-02-13,00:16:57,7.01,93.25,973.71
2026-02-13,00:31:57,7.15,93.08,973.84
2026-02-13,00:46:58,7.32,92.02,973.9
2026-02-13,01:01:58,7.31,92.11,973.91
2026-02-13,01:16:58,7.44,91.89,974.09
2026-02-13,01:31:58,7.43,92.72,974.1
2026-02-13,01:46:58,7.41,93.99,974.21
2026-02-13,02:01:58,7.4,94.63,974.34
2026-02-13,02:16:58,7.33,95.74,974.46
2026-02-13,02:31:58,7.45,94.91,974.56
2026-02-13,02:46:59,7.53,94.57,974.67
2026-02-13,03:01:59,7.36,96.22,974.76
2026-02-13,03:16:59,7.13,97.47,974.68
2026-02-13,03:31:59,7.03,98.11,974.58
2026-02-13,03:46:59,6.9,98.53,974.58
2026-02-13,04:01:59,6.96,97.18,974.76
2026-02-13,04:16:59,6.98,96.34,974.76
2026-02-13,04:31:59,7.1,94.56,974.87
2026-02-13,04:47:00,7.18,93.22,974.88
2026-02-13,05:02:00,7.18,92.1,974.91
2026-02-13,05:17:00,7.25,90.24,975.06
2026-02-13,05:32:00,7.29,89.26,975.32
2026-02-13,05:47:00,7.31,88.51,975.39
2026-02-13,06:02:00,7.34,87.57,975.55
2026-02-13,06:17:00,7.28,87.13,975.58
2026-02-13,06:32:01,7.27,86.48,975.64
2026-02-13,06:47:01,7.07,87.65,975.76
2026-02-13,07:02:01,7.1,86.99,976.04
2026-02-13,07:17:01,7.0,87.41,976.06
2026-02-13,07:32:01,6.93,87.32,976.26
2026-02-13,07:47:01,6.7,89.18,976.34
2026-02-13,08:02:01,6.72,89.29,976.42
2026-02-13,08:17:01,6.68,90.04,976.68
2026-02-13,08:32:02,6.47,91.96,976.7
2026-02-13,08:47:02,6.46,90.8,976.7
2026-02-13,09:02:02,6.61,89.15,976.74
2026-02-13,09:17:02,6.92,89.07,976.76
2026-02-13,09:32:02,7.57,87.39,976.66
2026-02-13,09:47:02,7.63,87.09,976.73
2026-02-13,10:02:02,8.48,82.75,976.83
2026-02-13,10:17:02,8.1,82.96,976.85
2026-02-13,10:32:03,8.14,83.0,976.81
2026-02-13,10:47:03,8.48,80.77,976.8
2026-02-13,11:02:03,8.58,79.07,976.83
2026-02-13,11:17:03,11.35,70.36,976.72
2026-02-13,11:32:03,9.76,74.06,976.76
2026-02-13,11:47:03,11.31,67.55,976.84
2026-02-13,12:02:04,9.95,71.65,976.78
2026-02-13,12:17:04,10.18,70.15,976.64
2026-02-13,12:32:04,10.7,66.56,976.67
2026-02-13,12:47:04,10.37,69.73,976.75
2026-02-13,13:02:04,9.42,73.66,976.67
2026-02-13,13:17:04,9.28,76.08,976.55
2026-02-13,13:32:04,10.2,72.77,976.51
2026-02-13,13:47:04,9.54,75.36,976.5
2026-02-13,14:02:05,8.89,78.15,976.41
2026-02-13,14:17:05,8.97,79.13,976.37
2026-02-13,14:32:05,9.33,78.31,976.23
2026-02-13,14:47:05,9.85,75.74,976.09
2026-02-13,15:02:05,9.85,74.56,976.07
2026-02-13,15:17:05,10.0,75.23,976.01
2026-02-13,15:32:05,9.58,75.8,976.04
2026-02-13,15:47:05,9.61,75.89,975.99
2026-02-13,16:02:06,9.45,76.19,975.99
2026-02-13,16:17:06,9.24,76.08,976.04
2026-02-13,16:32:06,8.88,77.87,976.08
2026-02-13,16:47:06,8.71,77.49,976.13
2026-02-13,17:02:06,8.51,77.96,976.25
2026-02-13,17:17:06,8.27,79.7,976.33
2026-02-13,17:32:06,8.0,80.58,976.41
2026-02-13,17:47:07,7.96,81.36,976.47
2026-02-13,18:02:07,7.81,82.5,976.56
2026-02-13,18:17:07,7.65,85.14,976.68
2026-02-13,18:32:07,7.26,85.88,976.81
2026-02-13,18:47:07,7.23,87.13,977.04
2026-02-13,19:02:07,7.02,88.48,977.11
2026-02-13,19:17:07,6.85,88.56,977.22
2026-02-13,19:32:07,6.74,89.17,977.28
2026-02-13,19:47:08,6.58,91.02,977.38
2026-02-13,20:02:08,6.81,89.57,977.3
2026-02-13,20:17:08,6.89,89.81,977.46
2026-02-13,20:32:08,6.69,91.93,977.53
2026-02-13,20:47:08,6.65,91.88,977.55
2026-02-13,21:02:08,6.65,92.33,977.58
2026-02-13,21:17:09,6.54,92.75,977.52
2026-02-13,21:32:09,6.28,95.15,977.64
2026-02-13,21:47:09,5.86,96.3,977.69
2026-02-13,22:02:09,5.43,99.2,977.87
2026-02-13,22:17:09,5.97,97.61,977.97
2026-02-13,22:32:09,5.97,97.21,978.02
2026-02-13,22:47:09,5.74,98.27,978.16
2026-02-13,23:02:10,5.76,98.34,978.26
2026-02-13,23:17:10,5.59,99.37,978.41
2026-02-13,23:32:10,5.62,99.57,978.54
2026-02-13,23:47:10,5.64,99.36,978.62
2026-02-14,00:02:10,5.62,99.1,978.53
2026-02-14,00:17:10,5.48,99.83,978.58
2026-02-14,00:32:10,5.16,98.74,978.77
2026-02-14,00:47:11,4.58,97.2,978.93
2026-02-14,01:02:11,4.41,96.69,978.97
2026-02-14,01:17:11,4.33,96.54,979.21
2026-02-14,01:32:11,4.22,96.05,979.31
2026-02-14,01:47:11,4.11,95.34,979.45
2026-02-14,02:02:11,4.07,95.05,979.74
2026-02-14,02:17:11,4.02,93.77,980.0
2026-02-14,02:32:11,3.9,93.4,980.15
2026-02-14,02:47:12,3.76,91.93,980.31
2026-02-14,03:02:12,3.63,91.08,980.31
2026-02-14,03:17:12,3.53,90.5,980.56
2026-02-14,03:32:12,3.46,90.8,980.79
2026-02-14,03:47:12,3.41,90.96,980.77
2026-02-14,04:02:12,3.4,91.05,980.91
2026-02-14,04:17:12,3.44,91.04,981.15
2026-02-14,04:32:12,3.43,90.82,981.38
2026-02-14,04:47:13,3.44,90.7,981.58
2026-02-14,05:02:13,3.43,91.14,981.79
2026-02-14,05:17:13,3.4,91.88,981.98
2026-02-14,05:32:13,3.35,91.51,982.18
2026-02-14,05:47:13,3.25,92.31,982.29
2026-02-14,06:02:13,3.17,92.14,982.47
2026-02-14,06:17:13,3.1,91.89,982.64
